Data,Label
"<div><div><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">hi,</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">you can follow below check list before installing eSim.</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">1. If you have any anti-virus in your machine then please disable it before installing eSim.</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">2. Make sure you run installation script as administrator. You can do that by right clicking installation script and run it as administrator.</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">3. By default eSim is installed in C:\\\\ so can manually go to the location C:\\\\eSim\\\\src\\\\frontEND\\\\ and type following command:</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">python Application.py</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace"">It has been seen that most of time issue gets resolved if you do the 2nd steps i.e run the installer script as administrator.</font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p><p style=""margin-bottom: 0cm; line-height: 0.56cm; orphans: 1;""><font color=""#000000""><font face=""Varela Round, sans-serif""><font style=""font-size: 12pt""><font face=""Monaco, Menlo, Consolas, Courier New, monospace""><br></font></font></font></font></p></div></div>",Not Spam
"Hi Sameer,<br><br>If you want to plot branch current then you can directly use python plotting window to plot branch current.<br><br>If you want to do it in NgSpice window then you can use below command.<br><br>1. This will plot all the branch current in your circuit.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; plot alli&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <br><br>2. Also if you want to measure a current from any specific branch then you use<br>&nbsp;&nbsp;&nbsp; <br>&nbsp;&nbsp;&nbsp; plot i(v1)<br>&nbsp;&nbsp;&nbsp; <br>&nbsp;&nbsp;&nbsp; where v1 is voltage source of that branch.<br><br>3. If the branch do not contain any voltage source then you can add any dc voltage source of 0 value and then plot current with command given in 2nd point.<br><br>Hope this answer your question<br><br>Thanks.<br>",Not Spam
"Hi ,<div><br><div>You can't measure resistance in eSim. You can measure only voltage and current.</div></div>",Not Spam
"hi,<br><br>Just change the polarity of 0V dc source which you used for measuring current. <br>",Not Spam
"Hii,<br><br>we have answered earlier, you can't measure resistance in eSim. <br>",Not Spam
Go to Menu -&gt; Preferences -&gt; Power Manager -&gt; On AC / On Battery -&gt; Monitor tab -&gt; Change Brightness / Monitor,Not Spam
"Hi,<div>To plot voltage vs current, you can use following command in ngspice terminal-</div><div><br></div><div>plot v(node name) vs i(branch current)</div><div><br></div><div>eg: plot v(out) vs i(v_iout1)</div><div><br></div><div>For more ngspice commands go to this link -&nbsp;<a href=""http://esim.fossee.in/ngspicecmd"" title="""" target="""">http://esim.fossee.in/ngspicecmd</a></div>",Not Spam
"Hi,<div>can you send me that example, so i can check that issue.</div>",Not Spam
"Hi,<div>You have to give some source details value, if you keep blank then it takes as 0v dc source. You also have to use proper diode model to get expected values. I have tried your example it gives me linear graph using diode model D1N750.</div>",Not Spam
"<div>Hi following are the answers to your questions.</div><div><br></div><div>1. DWSIM is a steady simulation solver.</div><div>2. Yes, one can obtain stream wise material and energy balance report. Just click on the Results menu and click on build report, after that DWSIM will ask which all streams and stream properties you want in your report. The generated report will be in .pdf format.</div><div><br></div><div>Regards,</div><div>Rahul</div>",Not Spam
"Hi,<br><br>Please make sure that you have not enter any space in your project name. So for example if you are using project name as ""Bridge Rectifier"" (without quotes) then it won't work as it contain space in between name. Instead you can use ""BridgeRectifier"" (without quotes).<br><br>If it doesn't solve your problem then please check whether your project path contain any space in between.To be on safer side , you can use the default esim-worspace where all your project files will be stored.<br><br>Do let us know if you still face the same issue.<br><br>",Not Spam
"Hi,<br><br>Were you able to install it properly ? <br><br>Can you please let us know the exact error you are getting ? This will help us to find the proper solution.<br><br><br>",Not Spam
"hi,<div>Please check that esim libraries are present or not. If not then go to Preferences ---&gt; Set Active Libraries ---&gt; ADD.</div><div>where you can add all esim libraries.&nbsp;</div>",Not Spam
"Dear Mazhar,<br><br>Thank you for contacting the Osdag team. For your kind information, Osdag (Open Steel Design and Graphics) is a steel design software. The spoken tutorials is not available for this softwares as it is still in development phase, and will be available soon.<br><br>Regards,<br>Osdag Team<br>",Not Spam
Thanks or answering my question. I'm from electronics field. I'll recommend the same to my friends.<div><br><div><br></div><div><br></div></div>,Not Spam
"Hi,<br><br>These forum is solve only technical queries. <br><br>For workshop, Lab Migration and TBC related inquiry please drop a mail at contact-esim@fossee.in&nbsp; <br><br>Thanks&nbsp; <br>",Not Spam
"Hi,<div><br></div><div>Use ic UA741 from eSim_subckt from component list, then add subckt while converting to ki-&gt;ng in subckt tab.</div><div><br></div>",Not Spam
It is very easy to draw the 2D plot. There are simple commands for this purpose.<br>You have to use the plot command and the your variable in the braces with this.<br>In one plot command mention the both variables which are voltage and current in your case.<br>In those variables you must store the same length of the values for two dimension plot.<br>,Not Spam
"Hii,<br><br>You have to use place global label which is present in right hand side toolbar of schematic editor window and then assign as input and output. After this generate netlist and you check the output. <br>",Not Spam
"Hi,<br><br>1. You have to generate spice netlist as Default format after assigning the in/out labels.<br><br>2. For half adder, close the esim then again run the example any try.<br><br><br>",Not Spam
"<span class=""meta""><span class=""user"" style=""background-color: #FFFFFF;padding: 2px 7px"">Gaurav_Supal thank u .. now i can find all libraries<br></span></span>",Not Spam
Thank you<br>,Not Spam
Hello! Here are the ways can help you create a WiFi hotspot in Windows laptop: http://goo.gl/Zm3erU<br>,Not Spam
"Hi,<div><br></div><div>While installing eSim setup please make sure you run it as administrator.</div><div><br></div><div>You can get this option after right clicking setup file. Hope this answered your question.</div>",Not Spam
"Hello Kavya,<div><span style=""line-height: 1.42857;""><br></span></div><div><span style=""line-height: 1.42857;"">The left pane in footprint editor contains all the footprints of the components and right pane contains the selected component footprints. The middle pane contains the components which are used in schematic. You have to select proper footprint for the component in schematic. There are 3 component icons in tool bar to list footprint in right pane.</span></div><div><span style=""line-height: 1.42857;""><br></span></div><div><span style=""line-height: 1.42857;"">Note : &nbsp;Creating PCB designing in eSim is similar to PCB designing in Kicad.&nbsp;</span></div>",Not Spam
"<div>Hi Aravind,</div>Unfortunately these compounds are not available in the databases supported by DWSIM. You will have to create these compounds by using the <b>Compound Creator Study,</b> facility available in DWSIM. You will have to provide various physical properties of the new compound which you want to add. You can get these properties from literature.<div><br></div><div>Regards,</div><div>Rahul Jain.</div>",Not Spam
You have to install Scilab Wavelet Toolbox from Atoms. You will find this toolbox under Signal Processing category. All the functions you have mentioned are available in the toolbox.<br>,Not Spam
You may contact the supplier at http://myvidyut.com/contact/.&nbsp;<div><br></div>,Not Spam
"Hi Parvesh,<br><br>Please go through the guidelines(point 5) mentioned in the link below. It will address your query.<br><br>http://scilab.in/guidelines-coding<br><br>Regards,<br>Lavita<br>",Not Spam
Thanks Lavita&nbsp;,Not Spam
Use radius in solution and mention the reason as comment in the Scilab code.<br>,Not Spam
"Hi Manik,<div><br></div><div>I hope the issue is resolved by now.</div><div><br></div><div>Regards,</div><div>Rahul Jain</div>",Not Spam
Offline Wikipedia is possible with Kiwix. You may follow the instructions given in the README.rst file from this link [http://www.it.iitb.ac.in/AakashApps/repo/netbook/offline-wiki/],Not Spam
"It is possible to display the output in table format.<br><br>See the below example:<br>----------------------------------------------------------------------------------------------------------------------------<br><i>// Include an editable table into a figure:<br>// Building a table of data:<br>params = ["" "" ""Country"" ""Population [Mh]"" ""Temp.[\xc2\xb0C]"" ];<br>towns = [""Mexico"" ""Paris"" ""Tokyo"" ""Singapour""]';<br>country = [""Mexico"" ""France"" ""Japan"" ""Singapour""]';<br>pop&nbsp; = string([22.41 11.77 33.41 4.24]');<br>temp = string([26 19 22 17]');<br>table = [params; [ towns country pop temp ]]<br><br>f = gcf();<br>clf<br>as = f.axes_size;&nbsp; // [width height]<br>ut = uicontrol(""style"",""table"",..<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""string"",table,..<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""position"",[5 as(2)-100 300 87],.. // =&gt; @top left corner of figure<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""tooltipstring"",""Data from majors towns"")<br><br>// Modify by hand some values in the table. Then get them back from the ui:<br>matrix(ut.string,size(table)</i>)<br><br>---------------------------------------------------------------------------------------------------------------------------------<br>Type <b>'help table'</b> on the Scilab console to read the documentation. <br>",Not Spam
"Hi,<br><br>The instruction is written in INSTALL file.<br><br>You can also look at the blog http://esim.fossee.in/blog on&nbsp; ""Installing eSim in Ubuntu"".<br><br>Do let us know if you are unable to install it.<br>",Not Spam
You may try webm(vp8) encoding. It works for me.&nbsp;,Not Spam
"Hello Sameer,<br><br>Did you get a solution for this problem. I am also facing the same problem.<br><br>Best regards,<br>Arup.<br>",Not Spam
"Hii,<div><br></div><div>You have given wrong Reference and field value. Please dont give reference value just fill the field as 1k or 1u for resistor and capacitor then annotate it. Please follow user manual for more details.</div>",Not Spam
"<br>Sir,<br><br>Thank you for your prompt answer. The simulation is now working without any error.<br><br>Best regards,<br>Arup Baruah.<br>",Not Spam
"Hi,<br><br>Please make sure you enter the proper analysis value. In your example, you are running the transient analysis for zero time. Please correct it with some proper time.<br><br>Do let us know if you still face an error <br><br>",Not Spam
"Hi,<br><br>Please see the answer at http://forums.fossee.in/question/72/simulation-of-basic-logic-gates/<br><br><br>",Not Spam
"Hi,<br><br>Please see the answer at http://forums.fossee.in/question/72/simulation-of-basic-logic-gates/<br><br><br>",Not Spam
"Hi,<br><br>We have not tested eSim on eswecha. Did you get any error while installing eSim ?<br><br><br>",Not Spam
"Hi,<br><br>Please follow the answer at http://forums.fossee.in/question/75/unable-to-install-e-sim-on-linux/#answer100<br>",Not Spam
"<br>Sir,<br><br>Thank you for your prompt reply. I have modified the values for the analysis as below:<br><br>Start Time: 0 sec<br>Step Time: 1 sec<br>Stop Time: 10 sec<br><br>But the simulation is still failing with the same error message. Attached is the .cir.out and .cir file. We will be very grateful if you kindly tell us what the problem is.<br><br>Best regards,<br>Arup Baruah.<br><br><br>.cir.out file:<br><br>* /home/abaruah/work/esim/workspace/test06/test06.cir<br><br>* u1&nbsp; net-_u1-pad1_ gnd d_inverter<br>v1&nbsp; net-_u1-pad1_ gnd pulse(0 1 0 0 0 1 1)<br>a1 net-_u1-pad1_ gnd u1<br>* Schematic Name: d_inverter, NgSpice Name: d_inverter<br>.model u1 d_inverter(fall_delay=1.0e-9 input_load=1.0e-12 rise_delay=1.0e-9 ) <br>.tran 1e-00 10e-00 0e-00<br><br>* Control Statements <br>.control<br>run<br>print allv &gt; plot_data_v.txt<br>print alli &gt; plot_data_i.txt<br>.endc<br>.end<br><br><br>.cir file:<br><br>* /home/abaruah/Work/eSim/Workspace/Test06/Test06.cir<br><br>* EESchema Netlist Version 1.1 (Spice format) creation date: Mon Jan 18 12:57:10 2016<br><br>* To exclude a component from the Spice Netlist add [Spice_Netlist_Enabled] user FIELD set to: N<br>* To reorder the component spice node sequence add [Spice_Node_Sequence] user FIELD and define sequence: 2,1,0<br><br>* Sheet Name: /<br>U1&nbsp; Net-_U1-Pad1_ GND d_inverter&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; <br>v1&nbsp; Net-_U1-Pad1_ GND pulse&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; <br><br>.end<br><br><br><br><br><br><br><br><br>",Not Spam
"Dear Sir,<div><br></div><div>Please use ADC and DAC for Digital circuits. ADC at input side and DAC for output side, you can this in eSim_Hybrid. For more information check user manual.</div>",Not Spam
"You can directly copy the python file to ""/usr/local/lib/python2.7/dist-packages/gnuradio"" and copy the xml file to ""/usr/local/share/gnuradio/grc/blocks""<br>",Not Spam
http://forums.fossee.in/question/31/while-creating-up-counter-block-in-python-getting-following-erros-at-cmake/,Not Spam
Now the method has been changed to subtree so no more further submodule update required<br>,Not Spam
You will have to re install it<br>,Not Spam
"Unfortunately, the image processing toolboxes available in Scilab do not have imfill. <br>",Not Spam
The specifications are listed here http://laptop.fossee.in/specifications.&nbsp;<div>Let me know any exact feature looking for.</div>,Not Spam
"Hi Manik,<div><br></div><div>It seems that the DWSIM version (3.5) you are using appears to have a bug. You can use DWSIM 3.3 instead and re simulate the same problem for correct results.</div><div><br></div><div>Regards,</div><div>Rahul Jain.</div>",Not Spam
"Hi,<br><br>Please go through the link&nbsp; http://esim.fossee.in/lab-migration-project for lab migration procedure.<br><br>We will be happy to convert your simulation lab using eSim. <br>",Not Spam
"<div>Dear Yogi,</div><div><br></div><div>Please give transient analysis as start time = 0ms, increment = 10ms and stop time = 100ms.</div>",Not Spam
No sir. its not working.i have given the values in .cir.out file. is it correct. still i am getting the same error<br>,Not Spam
"i have done the same process for the example given. there i am getting plots. i have created the same example on my own. i adopted same procedure given in the manual. but i am getting the above said error. in our college we are trying to conduct a course on e sim. please help me to resolve the problem.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Thanking you sir,<br>",Not Spam
"Dear Balu,<br><br>Can you please paste the content of your final file with extension .cir.out. This can be found under your project folder.<br>",Not Spam
"\r\n<style type=""text/css"">\r\np, li { white-space: pre-wrap; }\r\n</style>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">* /home/eswecha/esim-workspace/projrc/projrc.cir</p>\r\n<p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;""><br></p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">r1  in out 1k</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">c1  out gnd 1u</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">v1  in gnd sine(0 2 50 0 0)</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">.tran 0e-00 0e-00 0e-00</p>\r\n<p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;""><br></p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">* Control Statements </p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">.control</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">run</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">print allv &gt; plot_data_v.txt</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">print alli &gt; plot_data_i.txt</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">.endc</p>\r\n<p style="" margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">.end</p>\r\n<p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;""><br></p><p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;""><br></p><p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;""><br></p><p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;""><br></p><p style=""-qt-paragraph-type:empty; margin-top:0px; margin-bottom:0px; margin-left:0px; margin-right:0px; -qt-block-indent:0; text-indent:0px;"">Note: I changed the transient analysis values to 0ms 10ms 100ms but I didn't get solution.<br></p>",Not Spam
i have changed.&nbsp; am still getting the same error 'Error while opening python plotting Editor'.,Not Spam
You need to install Maxima toolbox for symbolic calculations. <br>,Not Spam
"Could you give us more information? Toolbox, code and other details.<br>",Not Spam
"Sir/Mam,<div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;I use NARVAL toolbox for sending route request and route reply, but when I need to drop packets in case of malicious node I couldn't find any functionality that would support this in wired/wireless network.</div>",Not Spam
"Are you using FOSSEE Laptop? Because the <b>kiwix_serve </b>binary will only work on ARM-based machines.&nbsp;<div><br></div><div>Are you running the files from external sdcard? If so, it will not work. Please copy the content to home directory.&nbsp;</div><div>Sorry, I couldn't duplicate this error at my end, how did you executed the file? Do you have anything else running on localhost?&nbsp;</div><div><br></div>",Not Spam
"The keyboard layout is Phonetic, you may find a typing layout in the given link:&nbsp;https://fedoraproject.org/wiki/I18N/Indic/HindiKeyboardLayouts#Phonetic_Keyboard_Layout",Not Spam
"If you're using SIVP, please know that it doesn't support dcm format. Try using SIP.<br>",Not Spam
"Hi Vignesh,<div><br></div><div>You can use any version above 3.1. The simulations are same for all the versions, its just that the new versions have more features. The only problem is people have reported some bugs in the new versions. If you face any simulation errors while using version 3.6 you can download version 3.3. Following is the link to download version 3.3. To install it you have to right click on the setup file and select run as administrator (assuming that you are using windows). &nbsp; &nbsp;</div><div><br></div><div>https://sourceforge.net/projects/dwsim/files/DWSIM/DWSIM%203.3/DWSIM_bin_v33_b5517_full.exe/download</div>",Not Spam
Sorry but we do not have a solution for your query. You could mail \t\t\t\t\t<strong>users@lists.scilab.org </strong>directly or mail the toolbox author.<br>,Not Spam
Sorry but we do not have a solution for your query. <br><br>Your query was discussed on Scilab users mailing list here- http://mailinglists.scilab.org/Activate-Scilab-MPI-td4033454.html<br><br>Please mail the Scilab users mailing list if you have any other doubts.<br>,Not Spam
"Dear Pankaj,<div><br></div><div>After generating net file, when u click on footprint editor than a pop-up appears of of yes and no. you have to click on NO than only the components will appear for selection.</div>",Not Spam
"Hi Rahul,<br>I have faced the similar problem. Can we think of adding more data base in upcoming version (or latest version)? I may like to contribute in this direction as well.<br>",Not Spam
You need to use image processing toolbox functions that pertain to image classification and object detection.<br>,Not Spam
"Dear Pankaj,<div><br></div><div>Please use updated version of eSim and still if you facing the problem then you mail the example to us we will solve for you.</div><div>If you are only designing the PCB then you can directly use&nbsp;the Kicad software.(details for PCB design visit this link <a href=""http://kicad-pcb.org/"" title="""" target="""">http://kicad-pcb.org/</a>)</div><div>To Contact us -&nbsp;<a href=""http://esim.fossee.in/contact-us"" title="""" target="""">http://esim.fossee.in/contact-us</a></div><div><br></div>",Not Spam
"Dear Fahim,<div>Sorry for the late communication. please give your mail ID so that I can send &nbsp;you the file. Thanks in advance.</div>",Not Spam
"<div><p style=""margin:0in;font-family:&quot;Times New Roman&quot;""><span style=""font-weight: bold; font-size: 11.25pt; background-image: initial; background-attachment: initial; background-size: initial; background-origin: initial; background-clip: initial; background-position: initial; background-repeat: initial;"">Tips to use Equilibrium\r\nreactor</span><span style=""font-size:12.0pt"">&nbsp;</span></p>\r\n\r\n<p style=""margin: 0in; line-height: 16pt; font-family: 'Times New Roman'; font-size: 11.25pt;"">1. In the flow sheet panel, drag and use the\r\n""Equilibrium reactor"" from the object palette</p>\r\n\r\n<p style=""margin: 0in; line-height: 16pt; font-family: 'Times New Roman'; font-size: 11.25pt;"">2. ""Equilibrium reactor"" requires one inlet\r\nmaterial stream, two outlet material stream (one for liquid and one for vapour)\r\nand one energy stream to be connected to it</p>\r\n\r\n<p style=""margin: 0in; line-height: 16pt; font-family: 'Times New Roman'; font-size: 11.25pt;"">3. Use ""Reaction manager"" under\r\n""Tools"" to create ""Chemical reactions"" and ""Reaction\r\nset"". For example, water gas shift reaction is illustrated. Give stoichiometric coefficients and also choose base component. Enable calculation of equilibrium constant from Gibbs energy of the reaction.&nbsp;</p><p style=""margin: 0in; line-height: 16pt; font-family: 'Times New Roman'; font-size: 11.25pt;"">4. The equilibrium reactor can be simulated at three different modes - Isothermal (temperature fixed at inlet stream value), adiabatic or with a temperature (as that of outlet stream). In the present example, isothermal mode if choosen.</p><p style=""margin: 0in; line-height: 16pt; font-family: 'Times New Roman'; font-size: 11.25pt;"">5. Once all specifications are iven, activate and run (""recalculate"") the simulation&nbsp;</p><p style=""margin: 0in; line-height: 16pt; font-family: 'Times New Roman'; font-size: 11.25pt;"">The DWSIM simulation illustrating equilibrium reactor with WGS reaction can be found at the following link&nbsp;</p></div><div><a href=""http://bit.ly/DWSIM-Equilibrium-Reactor-WGS "" title="""" target=""_blank"">http://bit.ly/DWSIM-Equilibrium-Reactor-WGS </a><br></div><div><br></div><div>I hope with this tips, you are able to successfully build and develop equilibrium reactor</div><div><br></div><div>Thanks</div><div>Naren&nbsp;</div>",Not Spam
"Dear Ankush,<br><br>Please make sure the source is selected from eSim_Source library.<br><br>Can you just copy paste the content of your *.cir and *.cir.out<br>",Not Spam
